Source,Destination,Path,PathDelay,PathCost
17,4,17->12->8->7->6->5->4,19,19
17,4,17->14->8->2->3->4,27,27
17,5,17->12->8->7->6->5,18,18
17,5,17->14->8->2->3->4->5,28,28
17,6,17->12->8->7->6,15,15
17,6,17->14->8->2->3->4->5->6,31,31
17,7,17->12->8->7,11,11
17,7,17->14->7,14,14
17,8,17->12->8,5,5
17,8,17->14->8,12,12
17,9,17->12->9,6,6
17,9,17->11->10->9,20,20
17,10,17->11->10,13,13
17,10,17->12->9->10,13,13
17,11,17->11,7,7
17,11,17->12->11,9,9
17,12,17->12,3,3
17,12,17->14->12,12,12
17,13,17->12->13,7,7
17,13,17->14->13,8,8
17,14,17->14,6,6
17,14,17->12->13->14,9,9
17,15,17->15,8,8
17,15,17->22->18->15,12,12
17,16,17->16,3,3
17,16,17->23->16,9,9
17,18,17->18,5,5
17,18,17->22->18,5,5
17,19,17->18->19,10,10
17,19,17->12->13->19,12,12
17,20,17->18->20,11,11
17,20,17->22->18->21->20,11,11
17,21,17->18->21,6,6
17,21,17->22->21,8,8
17,22,17->22,3,3
17,22,17->18->22,7,7
17,23,17->23,5,5
17,23,17->22->18->23,6,6
18,0,18->17->12->8->0,14,14
18,0,18->14->12->9->0,20,20
18,1,18->17->12->8->0->1,16,16
18,1,18->14->8->2->1,23,23
18,2,18->17->12->8->2,15,15
18,2,18->14->8->0->1->2,24,24
18,3,18->17->12->8->2->3,22,22
18,3,18->14->7->6->5->4->3,25,25
18,4,18->14->7->6->5->4,22,22
18,4,18->22->17->12->8->2->3->4,25,25
18,5,18->14->7->6->5,21,21
18,5,18->22->17->12->8->2->3->4->5,26,26
18,6,18->14->7->6,18,18
18,6,18->22->17->12->8->2->3->4->5->6,29,29
18,7,18->14->7,14,14
18,7,18->22->17->12->8->7,16,16
18,8,18->17->12->8,10,10
18,8,18->14->8,12,12
18,9,18->17->12->9,11,11
18,9,18->15->10->9,20,20
18,10,18->15->10,13,13
18,10,18->22->17->11->10,18,18
18,11,18->17->11,12,12
18,11,18->22->17->12->11,14,14
18,12,18->17->12,8,8
18,12,18->14->12,12,12
18,13,18->14->13,8,8
18,13,18->19->13,10,10
18,14,18->14,6,6
18,14,18->22->17->14,11,11
18,15,18->15,7,7
18,15,18->22->17->15,13,13
18,16,18->23->16,5,5
18,16,18->22->17->16,8,8
18,17,18->17,5,5
18,17,18->22->17,5,5
18,19,18->19,5,5
18,19,18->21->20->19,8,8
18,20,18->20,6,6
18,20,18->21->20,6,6
18,21,18->21,1,1
18,21,18->22->21,7,7
18,22,18->22,2,2
18,22,18->21->22,6,6
18,23,18->23,1,1
18,23,18->22->23,8,8
19,0,19->13->12->8->0,15,15
19,0,19->18->22->17->12->9->0,21,21
19,1,19->13->12->8->0->1,17,17
19,1,19->14->8->2->1,26,26
19,2,19->13->12->8->2,16,16
19,2,19->14->8->0->1->2,27,27
19,3,19->13->12->8->2->3,23,23
19,3,19->14->7->6->5->4->3,28,28
19,4,19->13->7->6->5->4,20,20
19,4,19->14->8->2->3->4,30,30
19,5,19->13->7->6->5,19,19
19,5,19->14->8->2->3->4->5,31,31
19,6,19->13->7->6,16,16
19,6,19->14->8->2->3->4->5->6,34,34
19,7,19->13->7,12,12
19,7,19->14->7,17,17
19,8,19->13->12->8,11,11
19,8,19->14->8,15,15
19,9,19->13->12->9,12,12
19,9,19->14->8->9,24,24
19,10,19->18->15->10,18,18
19,10,19->13->12->9->10,19,19
19,11,19->13->12->11,15,15
19,11,19->18->22->17->11,17,17
19,12,19->13->12,9,9
19,12,19->18->22->17->12,13,13
19,13,19->13,5,5
19,13,19->14->13,11,11
19,14,19->13->14,7,7
19,14,19->14,9,9
19,15,19->18->15,12,12
19,15,19->13->12->17->15,20,20
19,16,19->18->23->16,10,10
19,16,19->13->12->17->16,15,15
19,17,19->18->17,10,10
19,17,19->13->12->17,12,12
19,18,19->18,5,5
19,18,19->20->21->18,8,8
19,20,19->20,2,2
19,20,19->18->21->20,11,11
19,21,19->18->21,6,6
19,21,19->20->21,7,7
19,22,19->18->22,7,7
19,22,19->20->21->22,12,12
19,23,19->18->23,6,6
19,23,19->20->21->18->22->23,16,16
20,0,20->19->13->12->8->0,17,17
20,0,20->21->18->22->17->12->9->0,22,22
20,1,20->19->13->12->8->0->1,19,19
20,1,20->21->18->14->8->2->1,29,29
20,2,20->19->13->12->8->2,18,18
20,2,20->21->18->22->17->12->9->0->1->2,30,30
20,3,20->19->13->12->8->2->3,25,25
20,3,20->21->18->14->7->6->5->4->3,31,31
20,4,20->19->13->7->6->5->4,22,22
20,4,20->21->18->22->17->12->8->2->3->4,31,31
20,5,20->19->13->7->6->5,21,21
20,5,20->21->18->22->17->12->8->2->3->4->5,32,32
20,6,20->19->13->7->6,18,18
20,6,20->21->18->22->17->12->8->2->3->4->5->6,35,35
20,7,20->19->13->7,14,14
20,7,20->21->18->14->7,20,20
20,8,20->19->13->12->8,13,13
20,8,20->21->18->14->8,18,18
20,9,20->19->13->12->9,14,14
20,9,20->21->18->22->17->12->8->9,25,25
20,10,20->18->15->10,19,19
20,10,20->19->13->12->9->10,21,21
20,11,20->19->13->12->11,17,17
20,11,20->21->18->22->17->11,18,18
20,12,20->19->13->12,11,11
20,12,20->21->18->22->17->12,14,14
20,13,20->19->13,7,7
20,13,20->21->18->14->13,14,14
20,14,20->19->13->14,9,9
20,14,20->21->18->14,12,12
20,15,20->18->15,13,13
20,15,20->21->18->22->17->15,19,19
20,16,20->18->23->16,11,11
20,16,20->21->18->22->17->16,14,14
20,17,20->18->17,11,11
20,17,20->21->18->22->17,11,11
20,18,20->18,6,6
20,18,20->21->18,6,6
20,19,20->19,2,2
20,19,20->21->18->19,11,11
20,21,20->21,5,5
20,21,20->18->21,7,7
20,22,20->18->22,8,8
20,22,20->21->22,10,10
20,23,20->18->23,7,7
20,23,20->21->18->22->23,14,14
21,0,21->18->17->12->8->0,15,15
21,0,21->20->19->13->12->9->0,24,24
21,1,21->18->17->12->8->0->1,17,17
21,1,21->22->18->14->8->2->1,30,30
21,2,21->18->17->12->8->2,16,16
21,2,21->22->18->14->8->0->1->2,31,31
21,3,21->18->17->12->8->2->3,23,23
21,3,21->20->19->13->7->6->5->4->3,30,30
21,4,21->18->14->7->6->5->4,23,23
21,4,21->22->17->12->8->2->3->4,28,28
21,5,21->18->14->7->6->5,22,22
21,5,21->22->17->12->8->2->3->4->5,29,29
21,6,21->18->14->7->6,19,19
21,6,21->22->17->12->8->2->3->4->5->6,32,32
21,7,21->18->14->7,15,15
21,7,21->20->19->13->7,19,19
21,8,21->18->17->12->8,11,11
21,8,21->22->18->14->8,19,19
21,9,21->18->17->12->9,12,12
21,9,21->22->18->15->10->9,27,27
21,10,21->18->15->10,14,14
21,10,21->22->17->11->10,21,21
21,11,21->18->17->11,13,13
21,11,21->22->17->12->11,17,17
21,12,21->18->17->12,9,9
21,12,21->20->19->13->12,16,16
21,13,21->18->14->13,9,9
21,13,21->20->19->13,12,12
21,14,21->18->14,7,7
21,14,21->22->17->14,14,14
21,15,21->18->15,8,8
21,15,21->22->17->15,16,16
21,16,21->18->23->16,6,6
21,16,21->22->17->16,11,11
21,17,21->18->17,6,6
21,17,21->22->17,8,8
21,18,21->18,1,1
21,18,21->22->18,7,7
21,19,21->18->19,6,6
21,19,21->20->19,7,7
21,20,21->20,5,5
21,20,21->18->20,7,7
21,22,21->18->22,3,3
21,22,21->22,5,5
21,23,21->18->23,2,2
21,23,21->22->23,11,11
22,0,22->17->12->8->0,12,12
22,0,22->18->14->12->9->0,22,22
22,1,22->17->12->8->0->1,14,14
22,1,22->18->14->8->2->1,25,25
22,2,22->17->12->8->2,13,13
22,2,22->18->14->8->0->1->2,26,26
22,3,22->17->12->8->2->3,20,20
22,3,22->18->14->7->6->5->4->3,27,27
22,4,22->17->12->8->7->6->5->4,22,22
22,4,22->18->14->8->2->3->4,29,29
22,5,22->17->12->8->7->6->5,21,21
22,5,22->18->14->8->2->3->4->5,30,30
22,6,22->17->12->8->7->6,18,18
22,6,22->18->14->8->2->3->4->5->6,33,33
22,7,22->17->12->8->7,14,14
22,7,22->18->14->7,16,16
22,8,22->17->12->8,8,8
22,8,22->18->14->8,14,14
22,9,22->17->12->9,9,9
22,9,22->18->15->10->9,22,22
22,10,22->18->15->10,15,15
22,10,22->17->11->10,16,16
22,11,22->17->11,10,10
22,11,22->18->17->12->11,16,16
22,12,22->17->12,6,6
22,12,22->18->14->12,14,14
22,13,22->17->12->13,10,10
22,13,22->18->14->13,10,10
22,14,22->18->14,8,8
22,14,22->17->14,9,9
22,15,22->18->15,9,9
22,15,22->17->15,11,11
22,16,22->17->16,6,6
22,16,22->18->23->16,7,7
22,17,22->17,3,3
22,17,22->18->17,7,7
22,18,22->18,2,2
22,18,22->21->18,6,6
22,19,22->18->19,7,7
22,19,22->21->20->19,12,12
22,20,22->18->20,8,8
22,20,22->21->20,10,10
22,21,22->18->21,3,3
22,21,22->21,5,5
22,23,22->18->23,3,3
22,23,22->23,6,6
23,0,23->17->12->8->0,14,14
23,0,23->18->14->12->9->0,21,21
23,1,23->17->12->8->0->1,16,16
23,1,23->18->14->8->2->1,24,24
23,2,23->17->12->8->2,15,15
23,2,23->18->14->8->0->1->2,25,25
23,3,23->17->12->8->2->3,22,22
23,3,23->18->14->7->6->5->4->3,26,26
23,4,23->18->14->7->6->5->4,23,23
23,4,23->17->12->8->2->3->4,25,25
23,5,23->18->14->7->6->5,22,22
23,5,23->17->12->8->2->3->4->5,26,26
23,6,23->18->14->7->6,19,19
23,6,23->17->12->8->2->3->4->5->6,29,29
23,7,23->18->14->7,15,15
23,7,23->17->12->8->7,16,16
23,8,23->17->12->8,10,10
23,8,23->18->14->8,13,13
23,9,23->17->12->9,11,11
23,9,23->18->15->10->9,21,21
23,10,23->18->15->10,14,14
23,10,23->17->11->10,18,18
23,11,23->17->11,12,12
23,11,23->18->22->17->12->11,15,15
23,12,23->17->12,8,8
23,12,23->18->14->12,13,13
23,13,23->18->14->13,9,9
23,13,23->17->12->13,12,12
23,14,23->18->14,7,7
23,14,23->17->14,11,11
23,15,23->18->15,8,8
23,15,23->17->15,13,13
23,16,23->16,4,4
23,16,23->17->16,8,8
23,17,23->17,5,5
23,17,23->18->22->17,6,6
23,18,23->18,1,1
23,18,23->22->18,8,8
23,19,23->18->19,6,6
23,19,23->22->18->21->20->19,16,16
23,20,23->18->20,7,7
23,20,23->22->18->21->20,14,14
23,21,23->18->21,2,2
23,21,23->22->21,11,11
23,22,23->18->22,3,3
23,22,23->22,6,6
